SeniorCitizen,tenure,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TotalCharges_per_tenure,TotalCharges_per_monthlyCharges,MonthlyCharges_tenure,protection_score,gender_Male,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,contract_risk,streaming_services,Partner_Yes,Dependents_Yes,PaperlessBilling_Yes,tenure_bin_1-2years,tenure_bin_2-4years,tenure_bin_4-6years
0,3,0,0,19.6,55.25,0,18.416666666666668,2.818877551020408,58.8,0,0,1,0,0,3,0,1,0,1,0,0,0
0,37,1,1,67.45,2443.3,0,66.03513513513514,36.2238695329874,2495.65,4,1,1,0,1,2,0,0,0,0,0,1,0
0,29,1,0,68.85,1970.5,1,67.94827586206897,28.62018881626725,1996.65,3,0,1,0,0,3,1,0,0,1,0,1,0
0,8,1,0,43.55,335.4,0,41.925,7.701492537313433,348.4,0,1,1,0,0,3,0,0,0,0,0,0,0
0,63,2,0,109.85,7002.95,0,111.15793650793653,63.75011379153391,6920.549999999999,3,0,1,0,1,3,2,0,0,1,0,0,1
0,7,0,0,20.65,158.95,0,22.707142857142856,7.697336561743342,144.54999999999998,0,0,1,0,0,3,0,1,1,0,0,0,0
0,3,2,1,95.4,293.15,0,97.71666666666664,3.072851153039832,286.20000000000005,1,0,1,0,0,3,2,0,0,0,0,0,0
0,72,0,0,21.0,1493.75,0,20.74652777777778,71.13095238095238,1512.0,0,1,1,0,0,1,0,1,1,0,0,0,1
0,19,1,1,56.2,1093.4,0,57.54736842105264,19.45551601423488,1067.8,0,0,1,0,0,3,1,0,0,1,1,0,0
0,59,0,0,18.4,1057.85,0,17.92966101694915,57.49184782608695,1085.6,0,0,1,0,0,1,0,1,0,0,0,0,1
0,2,2,0,90.0,190.05,1,95.025,2.111666666666667,180.0,2,1,1,0,0,3,1,1,1,0,0,0,0
0,35,0,1,25.75,882.55,0,25.215714285714284,34.27378640776699,901.25,0,0,1,0,1,3,0,1,1,1,0,1,0
0,14,0,0,19.6,300.4,0,21.457142857142856,15.326530612244897,274.40000000000003,0,1,1,0,0,3,0,0,0,0,1,0,0
0,14,2,1,75.35,1025.95,1,73.28214285714286,13.615792966157931,1054.9,1,0,1,0,0,3,0,0,0,0,1,0,0
0,69,0,0,19.8,1436.95,0,20.82536231884058,72.57323232323232,1366.2,0,0,1,0,0,1,0,1,1,0,0,0,1
1,7,1,1,64.2,475.0,0,67.85714285714286,7.398753894080997,449.4,3,1,1,0,1,3,0,1,0,0,0,0,0
0,69,1,0,75.75,5388.15,0,78.0891304347826,71.13069306930693,5226.75,4,1,1,0,0,1,1,1,1,1,0,0,1
0,72,1,1,78.95,5730.15,0,79.58541666666666,72.5794806839772,5684.400000000001,2,0,1,0,1,1,2,1,1,1,0,0,1
0,8,2,1,100.85,819.55,1,102.44375,8.126425384234011,806.8,1,1,1,0,1,3,2,0,0,0,0,0,0
0,4,1,1,50.3,217.1,0,54.275,4.31610337972167,201.2,1,0,1,0,0,3,0,1,1,0,0,0,0
0,63,2,0,80.3,4896.35,0,77.71984126984128,60.975716064757165,5058.9,2,1,1,0,0,3,0,1,1,1,0,0,1
0,72,0,0,19.85,1434.1,0,19.918055555555554,72.24685138539041,1429.2,0,1,1,0,0,1,0,0,0,0,0,0,1
0,46,0,1,21.1,937.1,0,20.371739130434783,44.41232227488152,970.6,0,0,1,0,0,1,0,0,0,1,0,1,0
0,5,2,1,69.95,330.15,1,66.03,4.719799857040743,349.75,0,0,1,0,0,3,0,1,0,0,0,0,0
0,30,1,0,50.0,1474.9,0,49.16333333333333,29.498,1500.0,1,1,1,0,0,3,0,1,0,1,0,1,0
0,63,2,0,104.75,6536.5,0,103.75396825396824,62.40095465393794,6599.25,2,1,1,0,1,1,2,0,0,1,0,0,1
0,60,0,0,19.85,1128.1,0,18.801666666666662,56.83123425692694,1191.0,0,0,1,0,0,1,0,0,0,0,0,0,1
0,63,2,1,107.5,6873.75,1,109.10714285714286,63.94186046511628,6772.5,2,0,1,0,1,2,2,1,0,1,0,0,1
0,25,2,1,85.9,2199.05,0,87.962,25.60011641443539,2147.5,1,1,1,0,0,3,1,1,1,0,0,1,0
0,1,1,0,45.85,45.85,1,45.85,1.0,45.85,0,1,1,0,0,3,0,0,0,1,0,0,0
1,6,2,1,80.8,457.1,0,76.18333333333334,5.657178217821783,484.8,1,1,1,0,1,3,0,1,0,1,0,0,0
0,22,0,0,25.25,566.5,0,25.75,22.43564356435644,555.5,0,1,1,0,1,1,0,0,0,0,1,0,0
0,31,1,0,80.55,2471.6,0,79.7290322580645,30.68404717566729,2497.05,2,0,1,0,1,1,2,1,1,0,0,1,0
0,39,2,0,81.5,3107.3,0,79.67435897435898,38.12638036809816,3178.5,2,0,1,0,0,3,0,1,1,1,0,1,0
0,26,0,0,20.9,518.3,0,19.934615384615384,24.799043062200955,543.4,0,1,1,0,0,3,0,0,0,0,0,1,0
0,53,2,0,106.1,5769.75,1,108.8632075471698,54.38030160226202,5623.299999999999,3,0,1,0,0,2,2,1,0,1,0,0,1
0,1,2,1,91.7,91.7,1,91.7,1.0,91.7,2,0,1,0,0,3,1,0,0,0,0,0,0
0,12,1,1,67.25,832.3,0,69.35833333333333,12.37620817843866,807.0,3,1,1,0,1,3,0,0,0,1,0,0,0
0,16,2,0,95.6,1555.65,1,97.228125,16.272489539748957,1529.6,2,0,1,0,1,3,1,0,0,1,1,0,0
0,2,0,0,20.35,45.3,0,22.65,2.226044226044226,40.7,0,0,1,0,0,3,0,0,0,0,0,0,0
0,39,1,0,45.05,1790.6,0,45.91282051282051,39.74694783573807,1756.9499999999998,2,1,0,1,0,2,1,0,1,0,0,1,0
0,1,2,1,74.95,74.95,1,74.95,1.0,74.95,0,1,1,0,1,3,0,0,0,1,0,0,0
0,7,1,0,34.65,246.6,0,35.22857142857143,7.116883116883117,242.55,2,0,0,1,0,3,0,1,1,0,0,0,0
1,4,2,1,69.35,261.65,0,65.4125,3.7728911319394376,277.4,0,1,1,0,0,3,0,0,0,0,0,0,0
1,10,2,1,95.35,898.35,1,89.83500000000001,9.421604614577872,953.5,0,1,1,0,1,3,2,0,0,1,0,0,0
0,55,2,1,81.55,4509.5,0,81.99090909090908,55.29736358062539,4485.25,2,0,1,0,0,3,0,0,0,1,0,0,1
0,72,1,0,75.4,5480.25,0,76.11458333333333,72.68236074270557,5428.8,2,1,1,0,0,1,2,1,1,1,0,0,1
0,10,1,0,67.8,653.15,0,65.315,9.633480825958705,678.0,1,0,1,0,0,3,2,1,0,1,0,0,0
1,11,2,1,111.4,1183.05,0,107.55,10.61983842010772,1225.4,3,1,1,0,1,3,2,0,0,1,0,0,0
0,15,1,1,46.3,639.45,0,42.63,13.8110151187905,694.5,0,0,1,0,0,3,0,1,1,0,1,0,0
0,23,0,0,20.4,478.75,0,20.815217391304348,23.46813725490196,469.2,0,0,1,0,0,1,0,1,1,0,1,0,0
0,1,0,0,20.05,20.05,0,20.05,1.0,20.05,0,1,1,0,0,3,0,0,1,0,0,0,0
1,3,1,1,45.0,127.1,1,42.36666666666667,2.8244444444444445,135.0,0,0,1,0,0,3,0,0,0,0,0,0,0
0,47,2,1,96.1,4391.45,0,93.43510638297872,45.69667013527575,4516.7,3,1,1,0,0,2,1,1,1,1,0,1,0
0,15,0,0,19.65,270.6,0,18.040000000000003,13.770992366412216,294.75,0,0,1,0,0,2,0,0,1,0,1,0,0
0,66,2,1,99.5,6710.5,1,101.67424242424242,67.44221105527639,6567.0,2,1,1,0,0,3,2,0,0,0,0,0,1
1,68,1,0,60.65,3975.9,0,58.46911764705882,65.55482275350371,4124.2,3,0,1,0,0,2,0,1,0,1,0,0,1
0,17,2,0,98.6,1704.95,1,100.29117647058824,17.291582150101423,1676.1999999999998,2,0,1,0,0,2,2,1,1,0,1,0,0
0,7,1,0,59.5,415.95,1,59.42142857142857,6.990756302521008,416.5,1,0,1,0,0,3,1,0,0,1,0,0,0
1,12,2,1,80.45,950.2,1,79.18333333333334,11.811062771908018,965.4,0,1,1,0,0,3,1,1,0,1,0,0,0
1,21,1,0,71.7,1497.05,0,71.28809523809524,20.87935843793584,1505.7,2,0,1,0,1,2,1,1,0,0,1,0,0
0,21,1,0,36.0,780.15,0,37.15,21.67083333333333,756.0,2,1,0,1,0,3,0,0,0,1,1,0,0
0,56,1,0,65.2,3512.15,0,62.71696428571429,53.86733128834356,3651.2,1,0,1,0,1,2,1,1,1,0,0,0,1
0,6,1,0,48.95,273.25,0,45.54166666666666,5.582226762002042,293.70000000000005,0,0,1,0,1,3,0,1,1,1,0,0,0
1,65,1,0,53.5,3517.9,0,54.121538461538464,65.7551401869159,3477.5,2,0,0,1,0,1,2,0,0,1,0,0,1
0,42,1,0,80.45,3375.9,0,80.37857142857143,41.96270975761343,3378.9,2,1,1,0,1,2,2,1,0,0,0,1,0
0,68,2,0,109.05,7508.55,0,110.41985294117649,68.85419532324622,7415.4,3,0,1,0,1,1,2,1,1,1,0,0,1
0,48,0,0,26.3,1245.05,0,25.938541666666666,47.34030418250951,1262.4,0,1,1,0,1,1,0,1,1,0,0,1,0
1,50,2,1,106.8,5347.95,0,106.959,50.0744382022472,5340.0,2,0,1,0,1,2,2,0,0,1,0,0,1
1,7,1,1,64.95,493.65,0,70.52142857142857,7.600461893764433,454.65,2,0,1,0,0,3,1,0,0,1,0,0,0
0,63,0,1,19.35,1263.85,0,20.06111111111111,65.31524547803616,1219.0500000000002,0,0,1,0,0,1,0,1,1,0,0,0,1
0,17,0,0,21.1,385.55,0,22.679411764705883,18.27251184834123,358.70000000000005,0,1,1,0,0,3,0,0,0,0,1,0,0
0,42,2,0,77.95,3384.0,1,80.57142857142857,43.41244387427838,3273.9,0,0,1,0,0,3,1,1,1,1,0,1,0
0,4,0,0,18.85,84.2,0,21.05,4.46684350132626,75.4,0,1,1,0,0,3,0,1,1,0,0,0,0
0,62,0,0,26.0,1638.7,0,26.43064516129032,63.02692307692308,1612.0,0,0,1,0,1,1,0,0,1,0,0,0,1
1,2,2,1,74.7,165.4,1,82.7,2.214190093708166,149.4,1,1,1,0,0,3,0,0,0,1,0,0,0
0,2,2,1,70.35,120.25,0,60.125,1.7093105899076049,140.7,0,0,1,0,0,3,0,1,0,1,0,0,0
0,48,2,0,96.9,4473.45,0,93.196875,46.16563467492259,4651.200000000001,3,1,1,0,1,1,1,1,0,1,0,1,0
0,27,0,0,19.55,520.55,0,19.27962962962963,26.626598465473144,527.85,0,1,1,0,0,1,0,1,0,0,0,1,0
0,70,1,0,80.4,5717.85,0,81.68357142857144,71.11753731343283,5628.0,3,0,1,0,0,1,2,1,1,1,0,0,1
1,1,2,1,88.8,88.8,1,88.8,1.0,88.8,1,1,1,0,1,3,1,0,0,1,0,0,0
0,46,2,1,94.65,4312.5,0,93.75,45.562599049128366,4353.900000000001,2,1,1,0,1,2,1,1,0,1,0,1,0
0,30,2,1,90.25,2755.35,1,91.845,30.53019390581717,2707.5,0,1,1,0,0,3,2,0,0,1,0,1,0
0,15,1,0,64.65,994.55,1,66.30333333333333,15.383604021655064,969.75,1,0,1,0,1,3,1,0,0,1,1,0,0
0,69,2,0,95.75,6511.25,0,94.3659420289855,68.00261096605745,6606.75,2,1,1,0,1,2,1,1,1,0,0,0,1
0,65,0,0,19.55,1218.65,0,18.74846153846154,62.33503836317136,1270.75,0,1,1,0,0,1,0,0,0,1,0,0,1
1,72,2,0,104.1,7447.7,0,103.44027777777778,71.54370797310278,7495.2,3,1,1,0,0,1,2,1,1,1,0,0,1
1,13,2,0,89.05,1169.35,1,89.94999999999999,13.131386861313867,1157.65,2,1,1,0,0,3,1,1,0,1,1,0,0
0,17,0,0,20.1,279.5,0,16.441176470588236,13.90547263681592,341.70000000000005,0,1,1,0,0,2,0,0,0,1,1,0,0
0,51,2,1,111.55,5720.35,0,112.16372549019609,51.28059166293143,5689.05,3,1,1,0,1,2,2,1,0,1,0,0,1
0,51,1,0,60.5,3121.45,0,61.20490196078431,51.59421487603306,3085.5,3,1,1,0,0,1,0,1,1,0,0,0,1
0,72,1,0,90.95,6468.6,0,89.84166666666667,71.12259483232546,6548.400000000001,4,0,1,0,1,1,2,1,0,1,0,0,1
0,67,2,1,87.4,5918.8,1,88.34029850746269,67.720823798627,5855.8,2,1,1,0,1,2,0,1,1,0,0,0,1
0,34,0,0,19.7,675.6,0,19.87058823529412,34.29441624365482,669.8,0,1,1,0,0,3,0,0,0,0,0,1,0
0,67,1,0,50.95,3521.7,0,52.56268656716418,69.1207065750736,3413.65,3,1,0,1,0,1,1,1,0,1,0,0,1
0,49,0,0,20.05,923.1,0,18.838775510204083,46.03990024937656,982.45,0,0,1,0,0,2,0,1,0,1,0,0,1
0,53,0,0,19.4,1110.35,0,20.95,57.23453608247423,1028.1999999999998,0,1,1,0,0,1,0,1,1,1,0,0,1
0,27,1,1,59.45,1611.65,0,59.69074074074074,27.109335576114383,1605.15,2,1,1,0,1,3,0,0,0,0,0,1,0
1,23,2,1,94.75,2293.6,1,99.72173913043478,24.206860158311343,2179.25,1,0,1,0,0,3,2,0,0,1,1,0,0
0,69,1,0,81.5,5553.25,0,80.48188405797102,68.13803680981596,5623.5,4,1,1,0,1,1,1,0,0,1,0,0,1
0,2,1,0,29.05,44.75,0,22.375,1.540447504302926,58.1,1,0,0,1,0,3,0,1,1,0,0,0,0
0,35,2,1,86.45,3029.1,1,86.54571428571428,35.03875072296125,3025.75,0,0,1,0,1,3,1,0,0,1,0,1,0
0,46,1,0,70.6,3231.05,0,70.24021739130436,45.76558073654392,3247.6,3,0,1,0,0,2,1,1,0,0,0,1,0
0,54,2,0,97.2,5129.45,0,94.9898148148148,52.77211934156378,5248.8,1,0,1,0,1,1,2,0,0,1,0,0,1
0,56,2,1,98.25,5508.35,1,98.36339285714288,56.064631043257,5502.0,1,0,1,0,1,2,2,1,0,1,0,0,1
0,9,2,0,75.75,655.9,1,72.87777777777778,8.658745874587458,681.75,1,0,1,0,0,3,0,1,0,1,0,0,0
0,20,1,0,59.2,1191.2,0,59.56,20.12162162162162,1184.0,2,1,1,0,1,3,0,0,0,0,1,0,0
0,11,2,0,75.9,866.4,0,78.76363636363637,11.415019762845848,834.9000000000001,1,1,1,0,0,3,0,0,0,1,0,0,0
1,30,2,1,90.05,2627.2,0,87.57333333333332,29.17490283176013,2701.5,1,0,1,0,1,3,1,1,0,1,0,1,0
0,68,1,0,70.95,4741.45,0,69.72720588235293,66.82804792107117,4824.6,3,1,1,0,0,1,1,1,0,0,0,0,1
1,38,2,1,102.6,4009.2,0,105.50526315789472,39.07602339181287,3898.8,2,1,1,0,1,3,2,1,0,1,0,1,0
1,17,2,0,85.35,1463.45,1,86.08529411764707,17.146455770357353,1450.9499999999998,2,0,1,0,1,3,0,1,0,1,1,0,0
0,48,2,0,106.1,5082.8,1,105.89166666666668,47.905749293119705,5092.799999999999,2,1,1,0,1,2,2,0,0,1,0,1,0
0,1,1,1,43.8,43.8,0,43.8,1.0,43.8,0,0,1,0,0,3,0,0,0,0,0,0,0
0,63,1,1,59.0,3707.6,0,58.85079365079365,62.840677966101694,3717.0,3,1,0,1,0,1,2,1,1,0,0,0,1
0,3,1,1,69.95,220.45,0,73.48333333333333,3.1515368120085774,209.85,1,0,1,0,0,2,2,0,0,1,0,0,0
0,48,0,0,24.35,1133.7,0,23.61875,46.55852156057495,1168.8000000000002,0,0,1,0,1,2,0,0,0,0,0,1,0
0,66,1,0,29.45,1983.15,0,30.04772727272728,67.33955857385399,1943.7,1,1,0,1,0,2,0,0,0,0,0,0,1
0,68,2,0,84.4,5746.75,0,84.51102941176471,68.08945497630332,5739.200000000001,2,0,1,0,1,1,0,1,1,1,0,0,1
1,17,1,1,45.05,770.6,1,45.32941176470588,17.105438401775807,765.8499999999999,0,1,1,0,0,3,0,0,0,1,1,0,0
0,7,0,0,20.65,134.05,0,19.15,6.491525423728815,144.54999999999998,0,0,1,0,0,2,0,1,1,0,0,0,0
0,72,1,0,87.1,6230.1,0,86.52916666666667,71.5281285878301,6271.2,4,1,1,0,1,1,2,1,0,1,0,0,1
0,29,0,0,19.85,573.05,0,19.76034482758621,28.86901763224181,575.6500000000001,0,0,1,0,0,3,0,1,0,0,0,1,0
0,37,2,1,90.35,3419.3,0,92.41351351351352,37.84504703929165,3342.95,2,1,1,0,0,3,1,1,0,1,0,1,0
0,34,2,0,109.8,3587.25,1,105.50735294117646,32.6707650273224,3733.2,3,0,1,0,1,3,2,0,0,1,0,1,0
1,42,2,1,84.65,3541.35,1,84.31785714285714,41.835203780271705,3555.3,0,0,1,0,1,3,1,0,0,1,0,1,0
0,59,1,0,65.5,3801.3,0,64.42881355932204,58.0351145038168,3864.5,3,0,1,0,1,2,0,1,1,0,0,0,1
0,11,2,0,79.5,868.5,1,78.95454545454545,10.924528301886792,874.5,0,1,1,0,0,3,1,1,1,1,0,0,0
1,60,2,1,80.95,4859.1,0,80.985,60.02594193946881,4857.0,1,1,1,0,1,3,0,1,1,1,0,0,1
0,27,1,0,56.15,1439.35,0,53.30925925925926,25.6340160284951,1516.05,2,0,1,0,0,3,0,0,0,1,0,1,0
0,1,2,0,85.8,85.8,1,85.8,1.0,85.8,0,0,1,0,1,3,1,0,0,0,0,0,0
1,1,2,1,79.1,79.1,1,79.1,1.0,79.1,0,1,1,0,0,3,1,0,0,1,0,0,0
0,17,1,0,34.4,592.75,0,34.86764705882353,17.23110465116279,584.8,2,1,0,1,0,3,0,1,0,0,1,0,0
0,58,0,0,20.75,1185.95,0,20.44741379310345,57.15421686746989,1203.5,0,1,1,0,0,1,0,1,0,0,0,0,1
0,1,0,0,18.8,18.8,0,18.8,1.0,18.8,0,1,1,0,0,2,0,1,1,0,0,0,0
0,3,1,0,44.3,134.5,1,44.833333333333336,3.0361173814898423,132.89999999999998,0,0,1,0,0,3,0,1,1,0,0,0,0
0,53,2,1,90.8,4921.2,0,92.85283018867923,54.19823788546256,4812.4,3,0,1,0,1,3,0,0,0,0,0,0,1
0,35,0,1,25.6,901.25,0,25.75,35.205078125,896.0,0,1,1,0,1,3,0,0,0,1,0,1,0
0,50,2,0,105.95,5341.8,1,106.836,50.418121755545066,5297.5,2,1,1,0,1,3,2,1,1,0,0,0,1
0,68,1,0,70.8,4859.95,0,71.46985294117647,68.6433615819209,4814.4,2,1,1,0,1,1,1,1,1,0,0,0,1
0,47,0,1,25.4,1139.2,0,24.238297872340425,44.85039370078741,1193.8,0,1,1,0,1,3,0,1,0,0,0,1,0
1,65,2,0,108.8,7082.45,0,108.96076923076924,65.09604779411765,7072.0,2,0,1,0,1,3,2,1,0,1,0,0,1
0,5,2,1,69.75,324.6,1,64.92,4.653763440860216,348.75,0,1,1,0,0,3,0,0,0,1,0,0,0
0,51,2,1,94.65,4812.75,1,94.36764705882354,50.847860538827256,4827.150000000001,0,1,1,0,1,3,2,1,0,1,0,0,1
0,46,2,0,96.05,4399.5,1,95.6413043478261,45.80426861009891,4418.3,0,0,1,0,1,3,2,0,0,0,0,1,0
0,9,2,1,76.85,663.55,0,73.72777777777777,8.634352635003253,691.65,0,0,1,0,1,3,0,0,0,1,0,0,0
0,8,0,0,20.25,174.65,0,21.83125,8.624691358024691,162.0,0,0,1,0,0,1,0,0,0,0,0,0,0
0,14,0,0,24.8,321.7,0,22.978571428571428,12.971774193548386,347.2,0,1,1,0,1,2,0,0,0,1,1,0,0
0,45,2,1,115.65,5125.5,0,113.9,44.31906614785992,5204.25,4,0,1,0,1,3,2,0,0,1,0,1,0
0,8,2,0,74.6,548.9,0,68.6125,7.357908847184987,596.8,0,0,1,0,1,3,0,0,0,1,0,0,0
1,1,1,0,50.15,50.15,1,50.15,1.0,50.15,1,1,1,0,0,3,0,0,1,1,0,0,0
0,66,2,0,103.15,7031.3,0,106.53484848484848,68.16577799321377,6807.900000000001,3,1,1,0,0,2,2,1,1,1,0,0,1
0,72,1,0,72.1,5016.65,0,69.67569444444445,69.57905686546464,5191.2,4,1,1,0,1,1,0,1,1,0,0,0,1
0,41,2,0,113.6,4594.95,1,112.0719512195122,40.44850352112676,4657.599999999999,4,0,1,0,1,3,2,1,0,1,0,1,0
0,23,0,0,25.1,611.45,0,26.58478260869565,24.360557768924306,577.3000000000001,0,0,1,0,1,1,0,1,1,0,1,0,0
0,29,2,1,78.9,2384.15,1,82.21206896551725,30.217363751584283,2288.1000000000004,0,0,1,0,0,3,1,0,0,1,0,1,0
0,4,2,1,80.15,319.85,0,79.9625,3.990642545227698,320.6,1,0,1,0,1,3,0,0,0,1,0,0,0
0,6,0,0,25.4,153.3,0,25.55,6.035433070866143,152.39999999999998,0,1,1,0,1,1,0,1,1,0,0,0,0
1,67,2,0,105.4,7035.6,0,105.0089552238806,66.75142314990512,7061.8,4,0,1,0,1,2,1,1,0,1,0,0,1
1,7,1,0,45.75,344.2,0,49.17142857142857,7.523497267759563,320.25,0,1,1,0,0,3,0,0,1,1,0,0,0
0,56,0,0,24.45,1431.65,0,25.56517857142857,58.55419222903886,1369.2,0,1,1,0,1,2,0,1,1,1,0,0,1
0,72,0,0,25.0,1849.2,0,25.683333333333334,73.968,1800.0,0,0,1,0,1,1,0,1,0,0,0,0,1
0,72,1,1,85.25,6083.1,0,84.48750000000001,71.35601173020528,6138.0,3,1,1,0,1,1,2,1,0,1,0,0,1
0,23,0,0,19.6,426.65,0,18.55,21.76785714285714,450.8,0,1,1,0,0,1,0,1,1,0,1,0,0
0,35,1,0,50.15,1655.35,0,47.29571428571428,33.00797607178465,1755.25,0,0,1,0,1,3,0,0,1,0,0,1,0
1,27,2,1,70.55,1943.9,0,71.9962962962963,27.553508150248053,1904.85,0,1,1,0,0,3,0,1,0,1,0,1,0
0,26,1,1,60.05,1616.15,1,62.159615384615385,26.913405495420484,1561.3,2,0,1,0,1,3,0,1,1,1,0,1,0
0,12,0,0,26.4,314.95,0,26.245833333333334,11.929924242424242,316.79999999999995,0,1,1,0,1,2,0,1,1,0,0,0,0
0,40,0,0,20.15,804.85,0,20.12125,39.94292803970224,806.0,0,0,1,0,0,1,0,0,0,0,0,1,0
0,7,1,0,58.85,465.7,0,66.52857142857142,7.913338997451147,411.95,3,1,0,1,0,3,2,1,1,0,0,0,0
0,70,2,0,97.55,6669.05,0,95.27214285714284,68.36545361353153,6828.5,2,1,1,0,1,3,1,1,1,1,0,0,1
0,60,0,0,19.65,1161.75,0,19.3625,59.12213740458016,1179.0,0,1,1,0,0,1,0,1,1,0,0,0,1
0,39,1,0,25.25,947.75,0,24.30128205128205,37.53465346534654,984.75,0,1,0,1,0,2,0,1,1,1,0,1,0
0,72,2,0,114.45,8375.05,0,116.32013888888888,73.17649628658802,8240.4,4,1,1,0,1,1,2,1,0,0,0,0,1
0,1,1,1,34.7,34.7,1,34.7,1.0,34.7,0,0,0,1,0,3,1,0,0,1,0,0,0
0,54,1,1,70.7,3770.0,0,69.81481481481481,53.32390381895332,3817.8,2,1,1,0,1,2,1,1,1,1,0,0,1
0,3,2,1,85.3,264.8,1,88.26666666666667,3.1043376318874563,255.9,0,1,1,0,1,3,1,0,0,1,0,0,0
0,63,1,0,75.55,4707.85,0,74.72777777777779,62.31436135009928,4759.65,4,0,1,0,0,1,1,1,1,0,0,0,1
0,71,2,1,84.8,6152.4,0,86.65352112676055,72.55188679245283,6020.8,2,1,1,0,1,1,0,1,1,1,0,0,1
0,42,0,0,20.65,958.1,0,22.811904761904763,46.39709443099274,867.3,0,0,1,0,0,2,0,0,0,1,0,1,0
0,47,0,0,20.45,943.0,0,20.06382978723404,46.11246943765281,961.15,0,1,1,0,0,1,0,0,0,0,0,1,0
0,66,2,0,102.45,6615.15,1,100.22954545454544,64.56954612005856,6761.7,2,0,1,0,1,2,2,1,1,1,0,0,1
0,21,2,0,104.4,2200.25,1,104.77380952380952,21.075191570881223,2192.4,2,0,1,0,1,3,2,1,0,1,1,0,0
0,11,1,1,35.65,425.1,0,38.64545454545455,11.924263674614307,392.15,2,1,0,1,0,3,0,0,0,1,0,0,0
0,1,2,1,99.75,99.75,1,99.75,1.0,99.75,1,1,1,0,1,3,2,0,1,1,0,0,0
1,55,2,1,90.45,5044.8,0,91.72363636363636,55.77446102819237,4974.75,3,0,1,0,1,3,0,1,0,0,0,0,1
0,69,2,0,97.65,6743.55,0,97.73260869565216,69.05837173579108,6737.85,3,1,1,0,1,1,1,0,0,1,0,0,1
1,3,2,1,73.85,196.4,0,65.46666666666667,2.659444820582262,221.55,1,0,1,0,0,3,0,0,0,0,0,0,0
0,4,1,1,74.4,299.7,1,74.925,4.028225806451612,297.6,2,1,1,0,0,3,2,0,0,1,0,0,0
1,30,1,0,69.1,2093.9,0,69.79666666666667,30.302460202604923,2073.0,2,1,1,0,1,1,1,0,0,1,0,1,0
0,5,2,1,82.75,417.75,0,83.55,5.04833836858006,413.75,2,0,1,0,1,3,0,0,0,1,0,0,0
0,71,0,0,24.4,1725.4,0,24.301408450704223,70.71311475409837,1732.4,0,0,1,0,1,1,0,1,0,1,0,0,1
0,29,1,1,55.25,1620.2,0,55.86896551724138,29.324886877828057,1602.25,1,0,1,0,1,2,0,0,0,1,0,1,0
0,52,1,0,61.35,3169.55,0,60.95288461538462,51.66340668296659,3190.2000000000003,2,1,1,0,1,3,0,1,0,0,0,0,1
0,68,1,0,76.75,5233.25,0,76.9595588235294,68.185667752443,5219.0,3,1,1,0,1,2,1,0,0,0,0,0,1
0,46,0,0,19.4,967.85,0,21.04021739130435,49.88917525773197,892.4,0,0,1,0,0,1,0,1,1,0,0,1,0
0,8,1,0,54.75,438.05,0,54.75625,8.000913242009133,438.0,0,1,1,0,0,3,1,0,0,1,0,0,0
0,72,0,0,19.7,1421.9,0,19.748611111111117,72.17766497461929,1418.4,0,1,1,0,0,1,0,1,0,0,0,0,1
0,17,0,0,19.9,323.15,0,19.008823529411764,16.238693467336685,338.29999999999995,0,0,1,0,0,2,0,0,0,0,1,0,0
0,3,2,1,107.95,318.6,0,106.2,2.9513663733209823,323.85,3,1,1,0,0,3,2,0,0,1,0,0,0
1,2,2,0,83.8,163.7,0,81.85,1.9534606205250595,167.6,1,0,1,0,0,3,1,0,0,1,0,0,0
0,9,2,0,74.25,639.65,1,71.07222222222222,8.614814814814814,668.25,1,0,1,0,0,3,0,0,0,1,0,0,0
0,51,1,0,56.4,2928.5,0,57.42156862745098,51.92375886524823,2876.4,2,0,0,1,0,2,2,0,0,1,0,0,1
0,6,0,0,20.1,100.35,0,16.724999999999998,4.992537313432835,120.6,0,0,1,0,0,1,0,1,1,0,0,0,0
0,3,2,1,94.9,273.2,0,91.06666666666666,2.87881981032666,284.70000000000005,0,0,1,0,1,3,2,1,0,0,0,0,0
1,17,2,1,94.2,1608.15,0,94.59705882352942,17.071656050955415,1601.4,0,0,1,0,1,3,2,0,0,1,1,0,0
0,30,1,1,49.9,1441.95,0,48.065000000000005,28.89679358717435,1497.0,0,1,1,0,1,3,0,1,0,0,0,1,0
0,31,1,1,71.05,2168.15,0,69.94032258064516,30.51583391977481,2202.55,2,1,1,0,1,3,1,0,0,1,0,1,0
0,45,1,0,81.65,3618.7,0,80.41555555555556,44.31965707287201,3674.250000000001,3,0,1,0,0,1,2,0,0,0,0,1,0
0,64,2,0,89.45,5692.65,0,88.94765625,63.64058133035215,5724.8,3,1,1,0,1,2,0,1,0,0,0,0,1
0,1,1,1,59.85,59.85,1,59.85,1.0,59.85,0,1,1,0,1,3,1,0,0,1,0,0,0
1,1,2,1,69.6,69.6,1,69.6,1.0,69.6,0,0,1,0,0,3,0,0,0,1,0,0,0
1,61,2,1,99.0,5969.3,0,97.85737704918031,60.2959595959596,6039.0,1,1,1,0,1,2,2,1,1,0,0,0,1
0,1,0,0,19.05,19.05,0,19.05,1.0,19.05,0,1,1,0,0,3,0,0,0,0,0,0,0
